,Unnamed: 0,Wall time,Step,Value
0,0,1670895635.9780068,0,0.18084979057312006
1,1,1670895903.0967276,1,0.13427816331386566
2,2,1670896161.620069,2,0.12146507948637007
3,3,1670896433.870318,3,0.11115014553070067
4,4,1670896697.9130998,4,0.1029442548751831
5,5,1670896964.4059427,5,0.09606728702783583
6,6,1670897232.8172526,6,0.08990728110074997
7,7,1670897501.8718824,7,0.08544023334980011
8,8,1670897768.381575,8,0.08088010549545288
9,9,1670898045.3814495,9,0.07824724167585373
10,10,1670898321.4963994,10,0.07266506552696228
11,11,1670898592.1728802,11,0.07027256488800049
12,12,1670898861.9159775,12,0.06663739681243896
13,13,1670899131.163224,13,0.0624067671597004
14,14,1670899402.3597682,14,0.059093128889799125
15,15,1670899680.3099885,15,0.05813236907124519
16,16,1670899963.2651925,16,0.053987231105566025
17,17,1670900236.2565825,17,0.05298710614442825
18,18,1670900511.875618,18,0.0481126606464386
19,19,1670900791.60724,19,0.04788549989461899
20,20,1670901066.545481,20,0.044059161096811295
21,21,1670901352.2562332,21,0.04173712059855461
22,22,1670901632.174706,22,0.0435497984290123
23,23,1670901909.579068,23,0.03816196322441101
24,24,1670902199.4308364,24,0.035118885338306434
25,25,1670902494.4391778,25,0.032504390925168984
26,26,1670902766.0811653,26,0.03088007122278213
27,27,1670903051.933525,27,0.030433805659413338
28,28,1670903324.0331616,28,0.028640488162636764
29,29,1670903594.3572745,29,0.026756783947348598
30,30,1670903884.6779196,30,0.02574659138917923
31,31,1670904161.0236056,31,0.02360117621719837
32,32,1670904439.184419,32,0.021408980712294582
33,33,1670904715.6865633,33,0.0214439257979393
34,34,1670904988.6207626,34,0.019392823800444603
35,35,1670905263.1137047,35,0.018794341012835503
36,36,1670905543.463922,36,0.017225589603185654
37,37,1670905821.855031,37,0.015735983848571774
38,38,1670906097.6870694,38,0.014790574088692663
39,39,1670906374.4686856,39,0.013643105514347552
40,40,1670906653.463983,40,0.012506374157965185
41,41,1670906932.4536912,41,0.011279411613941193
42,42,1670907206.7091784,42,0.012039674445986748
43,43,1670907479.7824333,43,0.012589903548359873
44,44,1670907756.9658258,44,0.013757458887994291
45,45,1670908029.873484,45,0.010635217651724815
46,46,1670908299.642387,46,0.01066717691719532
47,47,1670908575.61279,47,0.008634365163743496
48,48,1670908849.2783575,48,0.0077204122208058825
49,49,1670909124.3340693,49,0.007918087765574455
50,50,1670909405.253412,50,0.0071463105268776425
51,51,1670909686.0232518,51,0.006841558963060379
52,52,1670909961.2198474,52,0.0066050016321241856
53,53,1670910238.1302733,53,0.006425208877772093
54,54,1670910508.64307,54,0.006137251388281585
55,55,1670910781.7369606,55,0.005984071176499128
56,56,1670911067.7386222,56,0.005788265727460384
57,57,1670911341.449248,57,0.005577256437391043
58,58,1670911629.5849216,58,0.005405442323535682
59,59,1670911904.835394,59,0.005192721728235483
