,Unnamed: 0,Wall time,Step,Value
0,0,1670895336.51186,0,0.05624483525753021
1,1,1670895581.2731829,1,0.043991800397634506
2,2,1670895851.8423588,2,0.04002654924988746
3,3,1670896144.5189226,3,0.03668684512376785
4,4,1670896436.6513655,4,0.03442160785198212
5,5,1670896732.5445588,5,0.032408956438302994
6,6,1670897023.8398767,6,0.030622249469161037
7,7,1670897312.839686,7,0.029078545048832893
8,8,1670897602.0798929,8,0.028251439332962036
9,9,1670897886.626503,9,0.027061875909566883
10,10,1670898167.348518,10,0.02604780718684196
11,11,1670898453.8284194,11,0.024370096623897552
12,12,1670898742.4922495,12,0.023812174797058102
13,13,1670899025.4850333,13,0.022779038175940517
14,14,1670899302.4632125,14,0.021984102204442024
15,15,1670899581.342672,15,0.021327892318367958
16,16,1670899860.5423007,16,0.02058970183134079
17,17,1670900139.383183,17,0.019783059135079384
18,18,1670900417.7983134,18,0.018890772014856342
19,19,1670900691.5930376,19,0.01786607876420021
20,20,1670900967.5977259,20,0.017599618062376976
21,21,1670901248.059735,21,0.016804570332169533
22,22,1670901527.826224,22,0.016031017526984215
23,23,1670901806.7219903,23,0.014933209866285326
24,24,1670902085.6077034,24,0.014147794805467129
25,25,1670902367.1598387,25,0.013997982256114485
26,26,1670902645.356821,26,0.013403644785284996
27,27,1670902924.6446538,27,0.012811808846890926
28,28,1670903201.1665888,28,0.012451749294996263
29,29,1670903477.5423725,29,0.012630448676645756
30,30,1670903755.0970733,30,0.011010801419615746
31,31,1670904024.0770016,31,0.010333050042390823
32,32,1670904296.292518,32,0.009835204109549522
33,33,1670904573.95354,33,0.009262126870453358
34,34,1670904849.9561088,34,0.00862570572644472
35,35,1670905122.740143,35,0.009605050086975098
36,36,1670905397.5946505,36,0.008927199058234692
37,37,1670905671.0728292,37,0.007885935716331005
38,38,1670905943.4786885,38,0.0069751194678246975
39,39,1670906219.349444,39,0.006911796052008867
40,40,1670906499.8355176,40,0.00623435666784644
41,41,1670906771.2009008,41,0.006891026627272368
42,42,1670907051.8602645,42,0.006316931452602148
43,43,1670907331.207467,43,0.0057900440879166135
44,44,1670907609.2619767,44,0.005230100825428964
45,45,1670907886.9999607,45,0.004923500120639801
46,46,1670908168.0867796,46,0.0047518135979771605
47,47,1670908444.0169964,47,0.0046165846288204184
48,48,1670908726.419948,48,0.0044611464254558095
49,49,1670909003.7578304,49,0.00574836414307356
50,50,1670909281.8964806,50,0.005899789743125439
51,51,1670909560.0974402,51,0.004186943173408507
52,52,1670909841.2448168,52,0.0038421987555921078
53,53,1670910119.8483114,53,0.0036576730199158187
54,54,1670910399.554213,54,0.0035653200466185813
55,55,1670910672.3442767,55,0.0034441379830241203
56,56,1670910951.3326333,56,0.0034353623632341623
57,57,1670911233.9435215,57,0.003275681985542178
58,58,1670911508.2505705,58,0.003234828589484096
59,59,1670911781.2220695,59,0.00318886898458004
60,60,1670912053.4021509,60,0.003133592661470175
61,61,1670912305.239324,61,0.003049223450943828
62,62,1670912557.5899305,62,0.002981781726703048
63,63,1670912813.9027474,63,0.002998806303367019
64,64,1670913067.720826,64,0.002860219916328788
65,65,1670913320.900933,65,0.0027732709422707558
66,66,1670913573.089935,66,0.002721031662076712
67,67,1670913827.721239,67,0.0025965534150600433
68,68,1670914084.224623,68,0.002634121337905526
69,69,1670914343.2920287,69,0.002534565515816212
70,70,1670914603.2187018,70,0.002524563344195485
71,71,1670914858.7669985,71,0.002454088069498539
72,72,1670915123.7000375,72,0.0024518533609807487
73,73,1670915383.0826902,73,0.0023610806092619896
74,74,1670915644.1087706,74,0.002331600058823824
75,75,1670915901.5918345,75,0.0023315004073083396
76,76,1670916162.272465,76,0.0022637047804892067
77,77,1670916420.3817825,77,0.002261775545775891
78,78,1670916676.0455468,78,0.002221266971901059
79,79,1670916933.4099743,79,0.0022278167307376857
80,80,1670917189.5740454,80,0.002153453417122364
81,81,1670917451.3016796,81,0.00216214032843709
82,82,1670917713.5248954,82,0.0021460496354848146
83,83,1670917971.4718068,83,0.0021172843407839537
84,84,1670918230.6347704,84,0.0020991626661270857
85,85,1670918491.640188,85,0.0020849090069532394
86,86,1670918750.4187384,86,0.002069490263238549
87,87,1670919009.8717904,87,0.002057415433228016
88,88,1670919266.2817461,88,0.0020589479245245452
89,89,1670919520.490358,89,0.0020298203453421593
90,90,1670919774.6775649,90,0.0020349272526800632
91,91,1670920030.8910904,91,0.0020258757285773754
92,92,1670920289.4721825,92,0.0020285712089389567
93,93,1670920540.3365686,93,0.002003713743761182
94,94,1670920796.2462635,94,0.002010199707001448
95,95,1670921054.20719,95,0.002004177775233984
96,96,1670921316.6324725,96,0.0020117152016609907
97,97,1670921584.0948744,97,0.0020051412284374237
98,98,1670921869.7513065,98,0.001998194260522723
99,99,1670922179.1033163,99,0.001993553712964058
